cluster,movie_id,movie_name,genre
1,tt1095174,New in Town,"Comedy, Romance"
4,tt1095217,The Bad Lieutenant: Port of Call - New Orleans,"Crime, Drama"
2,tt10952782,Malasaña 32,"Horror, Mystery"
4,tt10954652,Old,"Drama, Horror, Mystery"
0,tt10954984,Nope,"Horror, Mystery, Sci-Fi"
1,tt10955148,Rising Free,"Drama, History"
4,tt10962368,Things Heard & Seen,"Drama, Horror, Mystery"
3,tt10963790,The Knight and the Princess,"Animation, Adventure, Comedy"
2,tt1097013,Next Day Air,"Action, Comedy, Crime"
1,tt1098327,Dragonball Evolution,"Action, Adventure, Fantasy"
4,tt10984206,On the 3rd Day,"Drama, Fantasy, Horror"
2,tt10989240,Night Drive,"Crime, Thriller"
2,tt10989808,Beckman,Action
1,tt1099212,Twilight,"Drama, Fantasy, Romance"
3,tt10999120,Spirited,"Comedy, Family, Musical"
4,tt1100089,Foxcatcher,"Biography, Drama, History"
0,tt11003218,Pig,"Drama, Mystery"
2,tt11005128,Into the Deep,Thriller
0,tt11009666,Miss Marx,"Biography, Drama, History"
1,tt11011508,Dispatched,"Action, Drama"
1,tt11013434,"My Donkey, My Lover & I","Adventure, Comedy, Romance"
3,tt11015752,"Paw Patrol: Ready, Race, Rescue!","Animation, Family"
1,tt11023720,Tenali Ramakrishna BA.BL,"Action, Comedy, Drama"
1,tt1103153,Killers,"Action, Comedy, Romance"
1,tt11033942,Bookworm and the Beast,Romance
0,tt1104001,Tron: Legacy,"Action, Adventure, Sci-Fi"
2,tt1104052,The Commune,"Comedy, Horror, Mystery"
2,tt11050886,The Only Way Out,"Mystery, Thriller"
4,tt11050992,A Creature was Stirring,Horror
2,tt11051582,Cemetery,Adventure
1,tt11051974,Your Eyes Tell,"Drama, Romance"
4,tt11052678,The Silent Twins,"Biography, Drama"
4,tt11056910,The Stylist,"Drama, Horror"
1,tt1107860,The Maiden Heist,"Comedy, Crime"
2,tt11082246,Toothfairy 2,Horror
4,tt11083552,Wrath of Man,"Action, Crime, Thriller"
2,tt11084432,My Heart Can't Beat Unless You Tell It To,"Drama, Horror"
2,tt11086254,The Alpha Test,"Horror, Sci-Fi, Thriller"
3,tt1109624,Paddington,"Adventure, Comedy, Family"
2,tt11101622,Plantados,"Drama, History"
1,tt11102314,Tribhanga,"Drama, Family"
4,tt1111422,The Taking of Pelham 123,"Action, Crime, Thriller"
4,tt1111876,Balibo,"Biography, Drama, History"
2,tt1111890,Diary of a Nymphomaniac,"Drama, Romance"
1,tt11125620,The Addams Family 2,"Animation, Adventure, Comedy"
3,tt11125636,"Yakari, a Spectacular Journey","Animation, Adventure, Family"
2,tt11127256,Choke,"Horror, Thriller"
1,tt11127380,Amazing Aliens,Animation
4,tt11127690,The Paramedic,"Adventure, Crime, Drama"
1,tt11127878,Milea,"Drama, Romance"
2,tt11130102,The Investigation: A Haunting in Sherwood,Horror
1,tt11137336,The Beauty,Romance
0,tt11138512,The Northman,"Action, Adventure, Drama"
3,tt1114740,Paul Blart: Mall Cop,"Action, Comedy, Crime"
1,tt11154906,Out of My League,"Comedy, Drama, Romance"
2,tt1116182,Affinity,"Drama, Romance"
2,tt11166382,The Third Saturday in October Part V,"Comedy, Horror"
1,tt11170782,Dilly Loves Kitty,"Comedy, Romance, Western"
4,tt1117385,Felon,"Crime, Thriller"
2,tt11177556,The Amityville Harvest,"Horror, Thriller"
1,tt11185940,15 Things You Didn't Know About Bigfoot (#1 Will Blow Your Mind),"Adventure, Comedy, Horror"
2,tt11188560,A Taste of Hunger,"Drama, Romance"
1,tt11199356,Bheeshma,"Action, Comedy, Romance"
1,tt11203022,Sex Appeal,"Comedy, Drama, Romance"
2,tt11203346,Barbara Reimagined,Horror
1,tt1120897,Dhan Dhana Dhan Goal,"Drama, Sport, Thriller"
2,tt1120985,Blue Valentine,"Drama, Romance"
3,tt11210390,Asterix & Obelix: The Middle Kingdom,"Adventure, Comedy, Family"
0,tt1121096,Seventh Son,"Action, Adventure, Fantasy"
4,tt11214590,House of Gucci,"Biography, Crime, Drama"
1,tt11219254,We Made a Beautiful Bouquet,"Drama, Romance"
2,tt1121931,Crank: High Voltage,"Action, Crime, Thriller"
2,tt1121948,The Killer,Action
1,tt1122863,Pacar Ketinggalan Kereta,"Drama, Romance"
4,tt11233960,The Unforgivable,"Crime, Drama"
4,tt1124035,The Ides of March,"Drama, Thriller"
0,tt1124037,Free State of Jones,"Action, Biography, Drama"
1,tt1124396,Gitler kaput!,"Action, Adventure, Comedy"
4,tt11245972,Scream,"Horror, Mystery, Thriller"
2,tt1125849,The Wrestler,"Drama, Sport"
0,tt1126590,Big Eyes,"Biography, Crime, Drama"
3,tt1126591,Burlesque,"Drama, Music, Musical"
1,tt1126618,Morning Glory,"Comedy, Drama, Romance"
3,tt11271038,Licorice Pizza,"Comedy, Drama, Romance"
4,tt1127180,Drag Me to Hell,Horror
4,tt1127855,Wide Awake,"Drama, Thriller"
2,tt11280556,The Madness Inside Me,"Drama, Horror, Thriller"
0,tt1128075,Love Exposure,"Action, Comedy, Drama"
0,tt11286314,Don't Look Up,"Comedy, Drama, Sci-Fi"
2,tt11287390,Al Acecho,Thriller
1,tt11291274,The Unbearable Weight of Massive Talent,"Action, Comedy, Crime"
1,tt1129423,Fireproof,"Drama, Romance"
2,tt1129442,Transporter 3,"Action, Adventure, Thriller"
2,tt1130080,The Informant!,"Biography, Comedy, Crime"
4,tt1130884,Shutter Island,"Mystery, Thriller"
4,tt11310884,History of the Occult,Horror
2,tt11316596,End Survival,Horror
2,tt1131734,Jennifer's Body,"Comedy, Horror"
1,tt11317408,Liao bu qi de lao ba,"Comedy, Drama, Sport"
2,tt11322942,Be Our Guests,Horror
4,tt1132620,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery"
4,tt1132626,Saw V,"Crime, Horror, Thriller"
1,tt11326928,Friends Family & Lovers,"Comedy, Drama, Romance"
3,tt1133985,Green Lantern,"Action, Adventure, Sci-Fi"
2,tt11343320,Body of Night,"Drama, Thriller"
2,tt1134854,Survival of the Dead,"Comedy, Drama, Horror"
2,tt1135084,Takers,"Action, Crime, Drama"
2,tt1135092,The Limits of Control,"Crime, Drama, Mystery"
2,tt1135487,Duplicity,"Comedy, Crime, Romance"
3,tt1135503,Julie & Julia,"Biography, Drama, Romance"
4,tt1135952,White Material,"Drama, War"
1,tt1135985,Sex Drive,"Comedy, Romance"
2,tt1135992,Wonderful Town,"Drama, Romance"
0,tt1136608,District 9,"Action, Sci-Fi, Thriller"
2,tt1137450,Death Wish,"Action, Crime, Drama"
2,tt11388406,Horse Girl,"Drama, Mystery, Thriller"
2,tt11388416,Ida Red,"Drama, Thriller, Western"
0,tt11389872,Kingdom of the Planet of the Apes,"Action, Sci-Fi"
2,tt1139282,Stolen,"Crime, Drama, Mystery"
2,tt1139319,A Film with Me in It,"Comedy, Thriller"
4,tt1139328,The Ghost Writer,"Crime, Drama, Mystery"
4,tt11394332,Spree,"Action, Comedy, Crime"
4,tt1139797,Let the Right One In,"Drama, Fantasy, Horror"
1,tt11412892,Autumn Girl,"Biography, Drama, Musical"
2,tt11417886,The Intruder,"Horror, Thriller"
1,tt11426228,Spirit Halloween,"Adventure, Family, Fantasy"
3,tt1142977,Frankenweenie,"Animation, Comedy, Drama"
1,tt1142988,The Ugly Truth,"Comedy, Romance"
1,tt1144804,Kambakkht Ishq,"Action, Comedy, Romance"
2,tt1144884,The Final Destination,"Horror, Thriller"
2,tt11458170,Cannibal Lake,Horror
1,tt11460816,Will-o'-the-Wisp,"Comedy, Fantasy, Musical"
1,tt11465692,C.I.Ape,"Comedy, Family"
2,tt1147687,The Devil's Tomb,"Action, Horror, Sci-Fi"
4,tt1148204,Orphan,"Horror, Mystery, Thriller"
0,tt11482948,Schemes in Antiques,"Action, Adventure, Comedy"
4,tt1149362,The White Ribbon,"Drama, Mystery, Thriller"
1,tt1151915,Nothing Like the Holidays,"Comedy, Drama, Romance"
1,tt1152398,Beastly,"Drama, Fantasy, Romance"
4,tt1152836,Public Enemies,"Action, Biography, Crime"
2,tt1153543,The Coverup,"Crime, Drama, Mystery"
1,tt11547520,Kalashnikov,"Biography, War"
1,tt1155056,"I Love You, Man","Comedy, Romance"
3,tt1155076,The Karate Kid,"Action, Drama, Family"
1,tt11560730,Windstorm: The Great Hurricane,"Adventure, Family"
1,tt1156398,Zombieland,"Action, Comedy, Horror"
1,tt11564214,End Game,"Action, Comedy, Crime"
0,tt11564570,Glass Onion,"Comedy, Crime, Drama"
1,tt1156505,Park Benches,"Comedy, Romance"
2,tt11573276,Outpost,Horror
1,tt1157547,La Bohème,"Music, Romance"
2,tt11575888,Wolfwood,Horror
1,tt11580944,Seetimaarr,"Action, Drama, Sport"
1,tt1158254,Gita Cinta dari SMA,Romance
2,tt11589366,Don't Say Its Name,Horror
2,tt11591424,The Stay,"Drama, Horror, Mystery"
1,tt1159922,Cheerful Weather for the Wedding,"Comedy, Drama, Romance"
2,tt1160374,Sweatshop,Horror
0,tt1160419,Dune,"Action, Adventure, Drama"
4,tt11604676,Nayattu,"Crime, Thriller"
3,tt1160525,Pokémon: Giratina and the Sky Warrior,"Animation, Action, Adventure"
2,tt11609692,The Flood,"Drama, History, Western"
2,tt1160996,The Colony,"Action, Horror, Sci-Fi"
2,tt1161864,The Rite,"Drama, Horror, Mystery"
2,tt11631452,Kissing Game,Thriller
0,tt1164999,Biutiful,"Drama, Romance"
1,tt11654032,Boonie Bears: The Wild Life,Animation
0,tt11655202,Riders of Justice,"Action, Comedy, Drama"
2,tt11656220,Midnight in the Switchgrass,"Action, Crime, Thriller"
4,tt1166100,Ghajini,"Action, Drama, Mystery"
2,tt11662660,Quantum Cowboys,"Animation, Comedy, Sci-Fi"
2,tt11666128,Potter's Ground,"Drama, Thriller, Western"
2,tt11685574,Shifter,"Horror, Sci-Fi, Thriller"
1,tt11695654,Uncle Peckerhead,"Comedy, Horror, Music"
1,tt1169841,Return of Hanuman,"Animation, Action, Adventure"
4,tt11698800,Enys Men,Horror
4,tt11703050,The House,"Animation, Comedy, Drama"
0,tt1170358,The Hobbit: The Desolation of Smaug,Fantasy
1,tt1170399,C Kkompany,"Comedy, Drama, Thriller"
3,tt1172233,Whip It,"Drama, Sport"
4,tt1172570,Bronson,"Action, Crime, Drama"
2,tt11727052,The Closet,"Horror, Mystery"
3,tt11727866,Catherine Called Birdy,Adventure
2,tt11730914,Maaran,"Action, Thriller"
1,tt11747286,One in a Thousand,"Drama, Romance"
1,tt11754464,Whipped,"Comedy, Drama, Romance"
2,tt11755740,Texas Chainsaw Massacre,"Crime, Horror, Thriller"
2,tt11762434,Cosmic Sin,"Action, Sci-Fi"
2,tt11764870,Tears of the Clown,"Horror, Thriller"
2,tt1176733,Murder Loves Killers Too,"Horror, Thriller"
2,tt11767552,O Pitta Katha,"Drama, Thriller"
2,tt11775236,Acts of Revenge,"Crime, Drama, Mystery"
1,tt1178663,Whatever Works,"Comedy, Romance"
2,tt1179034,From Paris with Love,"Action, Crime, Thriller"
4,tt1179056,A Nightmare on Elm Street,"Crime, Drama, Horror"
2,tt1179064,Oral Fixation,Thriller
4,tt1179069,6 Souls,"Horror, Thriller"
2,tt1179904,Paranormal Activity,"Horror, Mystery"
2,tt11799110,Take Back,"Action, Thriller"
4,tt1179933,10 Cloverfield Lane,"Drama, Horror, Mystery"
2,tt11810546,Beyond the Dream,"Drama, Romance"
3,tt11819890,Pokémon the Movie: Secrets of the Jungle,"Animation, Action, Adventure"
1,tt11820950,The Portable Door,Fantasy
2,tt11821034,Vibration,Horror
4,tt1182345,Moon,"Drama, Mystery, Sci-Fi"
2,tt1182609,Direct Contact,"Action, Thriller"
2,tt1183276,The Horde,"Action, Horror"
1,tt1183911,Mr. Nice,"Biography, Comedy, Crime"
2,tt1183946,The Stoneman Murders,"Crime, Drama, Mystery"
1,tt11847606,Honey Girls,"Comedy, Family, Music"
1,tt1185416,When in Rome,"Comedy, Romance"
1,tt1185834,Star Wars: The Clone Wars,"Animation, Action, Adventure"
0,tt1186367,Ninja Assassin,"Action, Thriller"
0,tt11866324,Prey,"Action, Adventure, Drama"
0,tt1186830,Agora,"Adventure, Biography, Drama"
4,tt1187064,Triangle,"Fantasy, Mystery, Sci-Fi"
4,tt1188729,Pandorum,"Action, Horror, Mystery"
1,tt1188982,Jai Ho,"Action, Drama"
1,tt1188996,My Name Is Khan,"Adventure, Drama, Romance"
4,tt1189073,The Skin I Live In,"Drama, Horror, Mystery"
1,tt1189076,Ricky,"Comedy, Drama, Fantasy"
2,tt11890910,Homecoming Massacre,Horror
4,tt1189340,The Lincoln Lawyer,"Crime, Drama, Mystery"
4,tt1190072,The Hunter,"Drama, Thriller"
0,tt1190080,2012,"Action, Adventure, Sci-Fi"
4,tt1190539,The Chaser,"Action, Crime, Drama"
2,tt11905698,Vampir,"Drama, Horror, Mystery"
4,tt11905962,Sputnik,"Drama, Horror, Mystery"
4,tt1191111,Enter the Void,"Drama, Fantasy"
0,tt11917942,Wife of a Spy,"Drama, History, War"
2,tt1191971,Zone of the Dead,"Action, Horror, Sci-Fi"
1,tt11924738,The Perfect Family,"Adventure, Comedy"
4,tt1192612,Kuchisake-onna 2,"Drama, Horror"
1,tt1192620,Call of the Wild,"Adventure, Drama, Family"
3,tt1192628,Rango,"Animation, Action, Adventure"
1,tt1193138,Up in the Air,"Comedy, Drama, Romance"
2,tt1193622,Bled White,Horror
1,tt1194104,Bujjigaadu: Made in Chennai,"Action, Drama, Romance"
4,tt1194173,The Bourne Legacy,"Action, Adventure, Thriller"
2,tt11947158,Ek Villain Returns,"Action, Crime, Romance"
1,tt11953194,Hey Sinamika,"Drama, Romance"
1,tt1195478,The Five-Year Engagement,"Comedy, Drama, Romance"
3,tt11958344,A Whisker Away,"Animation, Adventure, Drama"
2,tt1196340,Inhale,"Drama, Thriller"
1,tt1196956,One Chance,"Biography, Comedy, Drama"
4,tt1197624,Law Abiding Citizen,"Action, Crime, Drama"
2,tt1197628,Observe and Report,"Comedy, Crime, Drama"
2,tt11976532,Vengeance,"Comedy, Mystery, Thriller"
0,tt11992694,Corsage,"Biography, Drama, History"
1,tt12013758,Sulla Stessa Onda,"Drama, Romance, Sport"
0,tt1201607,Harry Potter and the Deathly Hallows: Part 2,"Adventure, Family, Fantasy"
3,tt1204342,The Muppets,"Adventure, Comedy, Family"
1,tt12044426,Dheet Patangey,"Drama, Romance, Sport"
2,tt1205537,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller"
2,tt12059016,Red Snow,"Comedy, Horror, Thriller"
2,tt12060242,Airborne,"Action, Adventure, Crime"
4,tt1206543,Out of the Furnace,"Action, Crime, Drama"
4,tt1206885,Rambo: Last Blood,"Action, Crime, Thriller"
4,tt1210042,Brooklyn's Finest,"Action, Crime, Drama"
0,tt1210166,Moneyball,"Biography, Drama, Sport"
0,tt1210819,The Lone Ranger,"Action, Adventure, Western"
0,tt1211837,Doctor Strange,"Action, Adventure, Fantasy"
4,tt1211956,Escape Plan,"Action, Thriller"
1,tt1212419,Hereafter,"Drama, Fantasy, Romance"
0,tt1212428,The Lost City of Z,"Adventure, Biography, Drama"
0,tt1212450,Lawless,"Biography, Crime, Drama"
0,tt1213641,First Man,"Biography, Drama, History"
1,tt1213644,Disaster Movie,"Comedy, Sci-Fi"
0,tt1213663,The World's End,"Action, Comedy, Sci-Fi"
2,tt1213856,Voices,"Crime, Drama, Horror"
1,tt1214946,Anubis: Het pad der 7 zonden,"Family, Mystery"
3,tt1216475,Cars 2,"Animation, Adventure, Comedy"
4,tt1216487,The Girl Who Played with Fire,"Action, Crime, Drama"
1,tt1216492,Leap Year,"Comedy, Romance"
4,tt1216496,Mother,"Crime, Drama, Mystery"
1,tt12166434,The Inglorious Serfs,"Action, Adventure, Comedy"
3,tt1217209,Brave,"Animation, Adventure, Comedy"
2,tt1217301,Mob Rules,"Action, Crime, Thriller"
2,tt12174436,Let's Not Meet in the Woods,Thriller
2,tt1217613,Battle Los Angeles,"Action, Adventure, Sci-Fi"
2,tt1219289,Limitless,"Sci-Fi, Thriller"
3,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure"
0,tt1219827,Ghost in the Shell,"Action, Crime, Drama"
4,tt1220198,The Fourth Kind,"Horror, Mystery, Sci-Fi"
0,tt1220634,Resident Evil: Afterlife,"Action, Horror, Sci-Fi"
0,tt1220719,Ip Man,"Action, Biography, Drama"
4,tt1221141,La mujer sin cabeza,"Drama, Mystery, Thriller"
1,tt1222817,Zookeeper,"Comedy, Family, Fantasy"
2,tt12246076,They Turned Us Into Killers,Horror
1,tt12258280,Under the Sea,"Animation, Family"
4,tt1226273,Edge of Darkness,"Action, Drama, Thriller"
0,tt12264966,Notre-Dame on Fire,"Biography, Drama, Thriller"
4,tt1226753,The Debt,"Drama, Thriller"
1,tt1226770,He's on My Mind,"Comedy, Romance"
0,tt1226837,Beautiful Boy,"Biography, Drama"
2,tt12282598,Intuition,"Crime, Drama, Mystery"
0,tt1228705,Iron Man 2,"Action, Sci-Fi"
2,tt1228953,Big Fan,"Comedy, Crime, Drama"
4,tt1228987,Let Me In,"Drama, Fantasy, Horror"
0,tt1229238,Mission: Impossible - Ghost Protocol,"Action, Adventure, Thriller"
0,tt1229822,Jane Eyre,"Drama, Romance"
4,tt12298506,Black Box,"Horror, Mystery, Sci-Fi"
1,tt1230204,A Turtle's Tale: Sammy's Adventures,"Animation, Adventure, Family"
4,tt1230213,Bound to Vengeance,"Horror, Thriller"
3,tt12302540,Wicked,"Drama, Fantasy, Romance"
4,tt1230385,The Yellow Sea,"Action, Crime, Drama"
1,tt1230414,It's Complicated,"Comedy, Drama, Romance"
1,tt1231587,Hot Tub Time Machine,"Comedy, Sci-Fi"
1,tt1232829,21 Jump Street,"Action, Comedy, Crime"
4,tt1233227,Saw VI,"Horror, Mystery, Thriller"
1,tt1233290,Hanni & Nanni,"Adventure, Drama, Family"
1,tt1234548,The Men Who Stare at Goats,"Comedy, War"
4,tt1234554,The Murder Farm,"Crime, Drama, Horror"
2,tt1234654,Greenberg,"Comedy, Drama, Romance"
2,tt1234719,Red Dawn,"Action, Drama"
0,tt1234721,RoboCop,"Action, Crime, Sci-Fi"
4,tt1235124,Dorian Gray,"Drama, Fantasy, Mystery"
2,tt1235142,Last Ride,"Crime, Drama"
4,tt1235166,A Prophet,"Crime, Drama"
4,tt1235522,Broken City,"Action, Crime, Drama"
1,tt1235536,Lucky Luke,"Adventure, Comedy, Western"
1,tt1235830,Chico & Rita,"Animation, Crime, Drama"
0,tt12361974,Zack Snyder's Justice League,"Action, Adventure, Fantasy"
2,tt1236484,Stoic,"Crime, Drama"
3,tt1240982,Your Highness,"Action, Adventure, Comedy"
2,tt1241226,Locker 13,Thriller
3,tt12412888,Sonic the Hedgehog 2,"Action, Adventure, Comedy"
4,tt1241317,Death Note,"Crime, Drama, Fantasy"
4,tt1242422,Celda 211,"Action, Adventure, Crime"
4,tt1242432,I Spit on Your Grave,"Horror, Thriller"
4,tt1242460,We Need to Talk About Kevin,"Drama, Mystery, Thriller"
0,tt12427158,A Thousand and One,"Crime, Drama"
1,tt1243930,Dachimawa Lee,"Action, Adventure, Comedy"
0,tt1243957,The Tourist,"Action, Thriller"
1,tt1243974,Aloha,"Comedy, Drama, Romance"
2,tt12447796,Unwelcome,Horror
4,tt1245112,[Rec]²,"Horror, Thriller"
1,tt1245492,This Is the End,"Comedy, Fantasy"
2,tt1245526,RED,"Action, Comedy, Crime"
1,tt1247662,The Good Guy,"Comedy, Romance"
0,tt1250777,Kick-Ass,"Action, Comedy, Crime"
1,tt1251735,Justin Time,"Adventure, Family"
0,tt12536294,Spencer,"Biography, Drama"
2,tt12536776,Dark Forces,"Action, Horror, Mystery"
0,tt1253863,300: Rise of an Empire,"Action, Drama"
0,tt1253864,Immortals,"Action, Drama, Fantasy"
4,tt12539758,Living in Bondage: Breaking Free,"Drama, Fantasy"
2,tt1254249,Snakes and Earrings,Thriller
2,tt1254322,The Girl King,"Biography, Drama, History"
2,tt1254956,From Inside,"Animation, Horror"
4,tt1255953,Incendies,"Drama, Mystery"
1,tt12572792,Okay Madam,"Action, Comedy"
2,tt12579120,The Hole in the Fence,"Drama, Thriller"
4,tt1258197,Exam,"Crime, Horror, Mystery"
0,tt1258972,The Man with the Iron Fists,Action
2,tt12592252,Songbird,"Drama, Sci-Fi, Thriller"
0,tt12593682,Bullet Train,"Action, Comedy, Thriller"
4,tt1259521,The Cabin in the Woods,"Horror, Mystery, Thriller"
4,tt1259528,Den of Thieves,"Action, Crime, Drama"
1,tt1259571,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy"
2,tt1260365,On the Inside,"Drama, Thriller"
2,tt1261041,2:22,"Crime, Drama, Thriller"
1,tt12615474,Two by Two: Overboard!,"Animation, Adventure, Comedy"
1,tt1261945,Sex and the City 2,"Comedy, Drama, Romance"
4,tt1262416,Scream 4,"Comedy, Horror, Mystery"
3,tt1263670,Crazy Heart,"Drama, Music, Romance"
4,tt1263679,Firaaq,"Drama, History, Thriller"
2,tt1266139,Mexican Gangster,Action
0,tt1267297,Hercules,"Action, Adventure, Fantasy"
1,tt1268799,A Very Harold & Kumar Christmas,"Adventure, Comedy"
2,tt12695436,Corontina 19,Thriller
4,tt1270262,The Devil's Double,"Biography, Drama, Thriller"
0,tt1270797,Venom,"Action, Adventure, Sci-Fi"
0,tt1270798,X: First Class,"Action, Sci-Fi"
1,tt1270850,The Waiting City,"Drama, Romance"
2,tt12714786,Just Caught a Body,"Action, Crime, Drama"
1,tt1272041,My Queen Karo,"Drama, Romance"
2,tt1272878,2 Guns,"Action, Thriller"
2,tt1272886,Small Apartments,"Comedy, Crime, Drama"
4,tt1273235,A Serbian Film,"Horror, Mystery, Thriller"
2,tt12735282,The Reef: Stalked,"Horror, Thriller"
1,tt1273678,The Spy Next Door,"Action, Comedy, Family"
2,tt12739994,The 100 Candles Game,Horror
1,tt1275521,Babine,"Adventure, Drama, Fantasy"
4,tt1276104,Looper,"Action, Drama, Sci-Fi"
3,tt1277953,Madagascar 3: Europe's Most Wanted,"Animation, Adventure, Comedy"
2,tt1278340,Dead Snow,"Comedy, Fantasy, Horror"
3,tt12789558,Belfast,"Biography, Drama"
1,tt1279935,Date Night,"Comedy, Crime, Romance"
2,tt12799402,Athens County Massacre,Horror
3,tt12801262,Luca,"Animation, Adventure, Comedy"
0,tt12801374,Under the Open Sky,"Crime, Drama"
2,tt12802016,7 Sins,Horror
2,tt12802546,Vera,"Drama, History, Thriller"
4,tt1280558,A Wednesday,"Action, Crime, Drama"
2,tt12814530,"Theoretically, a paranoid conspiratorial phone call","Action, Adventure, Comedy"
1,tt1282140,Easy A,"Comedy, Drama, Romance"
4,tt12829958,The Old Ways,"Drama, Fantasy, Horror"
0,tt12844910,Pathaan,"Action, Adventure, Drama"
1,tt1284575,Bad Teacher,"Comedy, Romance"
0,tt1285016,The Social Network,"Biography, Drama"
1,tt12850216,Unidentified Objects,"Comedy, Drama, Sci-Fi"
1,tt12874984,Saakini Daakini,"Action, Comedy"
0,tt12885272,Diana,"Biography, Drama, Musical"
4,tt1288558,Evil Dead,Horror
0,tt12889404,Cyrano,"Drama, Musical, Romance"
1,tt1289401,Ghostbusters: Answer the Call,"Action, Comedy, Fantasy"
4,tt1289406,Harry Brown,"Action, Crime, Drama"
2,tt1290138,Frank & Lola,"Crime, Drama, Romance"
3,tt1291150,Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy"
4,tt1291570,Solace,"Crime, Drama, Mystery"
0,tt1291584,Warrior,"Action, Drama, Sport"
1,tt1292566,How to Be Single,"Comedy, Drama, Romance"
2,tt12934256,A Reflection of Evil,Thriller
0,tt1293847,xXx: Return of Xander Cage,"Action, Adventure, Thriller"
2,tt1294213,Solitary Man,"Comedy, Drama, Romance"
3,tt1294226,The Last Song,"Drama, Music, Romance"
2,tt1294688,Last Night,"Drama, Romance"
1,tt1296068,Duo biao,Action
2,tt1296899,Wake Wood,"Drama, Horror, Thriller"
1,tt12969446,Monster Class: Halloween,Family
2,tt12969650,Bigfoot vs the Illuminati,"Animation, Horror, Sci-Fi"
2,tt1297919,Blitz,"Action, Crime, Thriller"
1,tt12981586,Avenger Dogs Christmas,Animation
1,tt1298644,The Hustle,"Comedy, Crime"
1,tt1298649,The Watch,"Comedy, Sci-Fi"
0,tt1298650,Pirates of the Caribbean: On Stranger Tides,"Action, Adventure, Fantasy"
1,tt12996154,365 Days: This Day,"Drama, Romance"
2,tt1300851,The Boondock Saints II: All Saints Day,"Action, Thriller"
0,tt1300854,Iron Man Three,"Action, Adventure, Sci-Fi"
2,tt13017204,The Fable: The Killer Who Doesn't Kill,"Action, Comedy, Mystery"
4,tt1302006,The Irishman,"Biography, Crime, Drama"
3,tt1302011,Kung Fu Panda 2,"Animation, Action, Adventure"
1,tt13021476,"Es ist nur eine Phase, Hase","Comedy, Drama, Romance"
0,tt13024674,Army of Thieves,"Action, Comedy, Crime"
2,tt1303902,Someone's Knocking at the Door,"Fantasy, Horror"
2,tt13051108,The Fallen Bridge,"Crime, Drama"
2,tt13056108,Concrete_savanna,Horror
4,tt1305806,The Secret in Their Eyes,"Drama, Mystery, Romance"
2,tt13067292,Rogue Hostage,"Action, Thriller"
1,tt1306980,50/50,"Comedy, Drama, Romance"
1,tt13070038,After Ever Happy,"Drama, Romance"
1,tt1307068,Seeking a Friend for the End of the World,"Adventure, Comedy, Drama"
2,tt1308144,Nowhere to Hide,"Action, Horror, Mystery"
2,tt13084926,The Blue Whale,"Drama, Thriller"
1,tt13086130,Soulmate,"Drama, Romance"
2,tt1308729,Bullet to the Head,"Action, Crime, Thriller"
2,tt1308745,The Absent,"Horror, Thriller"
1,tt1309557,Eamon,"Comedy, Romance"
2,tt13098590,Fear Below,"Action, Adventure, Horror"
4,tt13103212,Irul,"Mystery, Thriller"
4,tt13105536,Gatham,Thriller
1,tt1310653,Man from Shaolin,"Action, Drama"
1,tt13106900,All Because of You,"Action, Comedy, Romance"
3,tt13107908,Paw Patrol: Jet to the Rescue,"Animation, Adventure, Family"
1,tt1311093,The Gold Retrievers,"Adventure, Comedy, Family"
2,tt13124286,Rise of the Scarecrows: Hell on Earth,Horror
1,tt13129114,Woman of the Photographs,"Horror, Romance, Thriller"
4,tt13130532,Footfairy,"Crime, Thriller"
0,tt13131232,Mission Majnu,"Action, Drama, History"
1,tt13131610,Bholaa Shankar,"Action, Drama"
1,tt13132558,Shark Encounters of the Third Kind,Horror
2,tt13141250,The Ritual Killer,Thriller
1,tt1314237,Les beaux gosses,"Comedy, Drama, Romance"
2,tt1314242,To kako - Stin epohi ton iroon,"Comedy, Horror"
2,tt13145186,Olga,"Drama, Sport"
4,tt1314655,Devil,"Horror, Mystery, Thriller"
1,tt13155940,My Village People,"Comedy, Fantasy"
0,tt1315981,A Single Man,"Crime, Drama, Romance"
2,tt1316622,Wrecked,"Adventure, Drama, Mystery"
0,tt1318514,Rise of the Planet of the Apes,"Action, Drama, Sci-Fi"
2,tt13186470,8ight After,Horror
2,tt1320239,Burke and Hare,"Comedy, Crime, History"
2,tt1320253,The Expendables,"Action, Adventure, Thriller"
1,tt1320261,Gulliver's Travels,"Adventure, Comedy, Family"
4,tt13206926,Joji,"Crime, Drama"
0,tt13207508,Swan Song,"Drama, Romance, Sci-Fi"
4,tt1321511,Oldboy,"Action, Drama, Mystery"
0,tt1321870,Gangster Squad,"Action, Crime, Drama"
1,tt13225546,The Venus Effect,"Comedy, Drama, Romance"
2,tt1323045,Frozen,"Adventure, Drama, Mystery"
3,tt1323594,Despicable Me,"Animation, Adventure, Comedy"
2,tt1323973,The Trials of Cate McCall,"Crime, Drama"
