cluster,movie_id,movie_name,genre
4,tt0065950,The Kremlin Letter,"Crime, Drama, Thriller"
2,tt0065963,The Landlord,"Comedy, Drama, Romance"
1,tt0066026,M*A*S*H,"Comedy, Drama, War"
0,tt0066109,The Music Lovers,"Biography, Comedy, Drama"
1,tt0066121,Na komete,"Adventure, Comedy, Sci-Fi"
2,tt0066126,The Losers,"Action, Drama, Thriller"
2,tt0066192,Out 1: Spectre,"Comedy, Drama, Thriller"
0,tt0066206,Patton,"Biography, Drama, War"
4,tt0066214,Performance,"Crime, Drama"
2,tt0066296,The Revolutionary,"Action, Drama"
2,tt0066318,The Breach,Thriller
1,tt0066364,Shango,"Action, Drama, Western"
2,tt0066380,Vampyros Lesbos,"Drama, Horror"
4,tt0066392,Something for Everyone,"Comedy, Crime, Drama"
2,tt0066415,The Strawberry Statement,"Drama, Romance"
2,tt0066475,Torture Dungeon,"Drama, Horror"
0,tt0066516,Valerie and Her Week of Wonders,"Adventure, Drama, Fantasy"
1,tt0066533,"Vnimanie, cherepakha!","Comedy, Family"
2,tt0066540,WUSA,"Drama, Romance"
1,tt0066612,Compañeros,"Action, Comedy, Western"
4,tt0066735,Four Flies on Grey Velvet,"Crime, Mystery, Thriller"
4,tt0066740,The Abominable Dr. Phibes,"Comedy, Horror"
2,tt0066767,The Anderson Tapes,"Action, Crime, Thriller"
4,tt0066769,The Andromeda Strain,"Mystery, Sci-Fi, Thriller"
2,tt0066832,Billy Jack,"Action, Drama"
2,tt0066835,Black Killer,"Crime, Drama, Western"
2,tt0066863,The Brotherhood of Satan,Horror
2,tt0066914,A Virgin Among the Living Dead,Horror
4,tt0066921,A Clockwork Orange,"Crime, Sci-Fi"
2,tt0066952,"Count Yorga, Vampire","Drama, Fantasy, Horror"
0,tt0066995,Diamonds Are Forever,"Action, Adventure, Thriller"
4,tt0066999,Dirty Harry,"Action, Crime, Thriller"
0,tt0067065,Escape from the Planet of the Apes,"Action, Sci-Fi"
4,tt0067116,The French Connection,"Action, Crime, Drama"
4,tt0067176,Hands of the Ripper,Horror
3,tt0067185,Harold and Maude,"Comedy, Drama, Romance"
2,tt0067206,The Hitchhikers,"Action, Drama"
4,tt0067277,Johnny Got His Gun,"Drama, War"
4,tt0067341,Let's Scare Jessica to Death,"Drama, Horror, Mystery"
2,tt0067388,Man in the Wilderness,"Adventure, Drama, Western"
1,tt0067433,Minnie and Moskowitz,"Comedy, Drama, Romance"
1,tt0067517,Officers,"Drama, Romance, War"
3,tt0067595,The Point,"Animation, Adventure, Family"
2,tt0067641,Four Nights of a Dreamer,"Drama, Romance"
2,tt0067667,Appointment in Bray,"Drama, Music, War"
4,tt0067698,Sacco & Vanzetti,"Biography, Crime, Drama"
1,tt0067708,Santo and Blue Demon vs. Dracula and the Wolf Man,"Action, Crime, Horror"
2,tt0067714,The Scavengers,"Drama, Western, War"
2,tt0067741,Shaft,"Action, Crime, Thriller"
2,tt0067770,Red Sun,"Action, Western"
4,tt0067800,Straw Dogs,"Crime, Drama, Thriller"
4,tt0067810,Sweet Sweetback's Baadasssss Song,"Action, Crime, Drama"
1,tt0067840,Tere Mere Sapne,"Drama, Romance"
1,tt0067848,They Might Be Giants,"Comedy, Mystery, Romance"
2,tt0067870,A Town Called Hell,"Action, Drama, Western"
2,tt0067958,WR: Mysteries of the Organism,"Comedy, Drama, Fantasy"
0,tt0067959,Walkabout,"Adventure, Drama"
4,tt0067983,Whoever Slew Auntie Roo?,"Horror, Thriller"
3,tt0067992,Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical"
0,tt0068161,The Dawns Here Are Quiet,"Drama, History, War"
1,tt0068190,Alice's Adventures in Wonderland,"Adventure, Family, Fantasy"
2,tt0068264,Ben,"Drama, Horror, Thriller"
2,tt0068278,The Bitter Tears of Petra von Kant,"Drama, Romance"
2,tt0068281,Black Gunn,"Action, Crime, Thriller"
0,tt0068327,Cabaret,"Drama, Music, Musical"
2,tt0068341,The Valachi Papers,"Crime, Drama"
1,tt0068371,Godzilla vs. Gigan,"Action, Adventure, Family"
4,tt0068473,Deliverance,"Adventure, Drama, Thriller"
2,tt0068505,Dracula A.D. 1972,Horror
1,tt0068506,Dreamwood,Fantasy
2,tt0068638,The Getaway,"Action, Crime, Thriller"
0,tt0068646,The Godfather,"Crime, Drama"
2,tt0068675,Hannie Caulder,"Crime, Drama, Western"
1,tt0068687,The Heartbreak Kid,"Comedy, Drama, Romance"
4,tt0068705,Hito-kiri yota: Kyôken san-kyôdai,"Action, Crime"
2,tt0068716,Tower of Evil,"Horror, Mystery, Thriller"
1,tt0068718,The Hot Rock,"Action, Comedy, Crime"
2,tt0068746,Invasion of the Blood Farmers,Horror
0,tt0068815,Lone Wolf and Cub: Sword of Vengeance,"Action, Adventure"
4,tt0068833,The Last House on the Left,"Crime, Horror, Thriller"
2,tt0068971,Death Walks at Midnight,"Crime, Mystery, Thriller"
2,tt0068979,Creeping Death,"Horror, Mystery, Western"
4,tt0068997,The New Centurions,"Action, Crime, Drama"
2,tt0069007,The Nightcomers,"Drama, Horror, Thriller"
1,tt0069080,Pete 'n' Tillie,"Comedy, Drama, Romance"
2,tt0069120,Indian Summer,"Drama, Romance"
1,tt0069146,Quelques messieurs trop tranquilles,"Comedy, Crime, Mystery"
4,tt0069280,Slaughterhouse-Five,"Comedy, Drama, Sci-Fi"
4,tt0069293,Solaris,"Drama, Mystery, Sci-Fi"
2,tt0069341,Tales from the Crypt,"Drama, Horror, Mystery"
2,tt0069689,The All-American Boy,"Drama, Sport"
1,tt0069747,The Mad Adventures of Rabbi Jacob,"Adventure, Comedy"
2,tt0069754,The Baby,"Drama, Horror, Thriller"
4,tt0069761,Badge 373,"Crime, Drama, Thriller"
4,tt0069762,Badlands,"Action, Crime, Drama"
4,tt0069818,The Boss,"Action, Crime, Thriller"
2,tt0069833,Chino,"Action, Adventure, Drama"
4,tt0069865,Charley Varrick,"Crime, Drama, Thriller"
4,tt0069995,Don't Look Now,"Drama, Horror, Mystery"
1,tt0069996,Don't Play Us Cheap,"Comedy, Musical, Romance"
0,tt0070034,Enter the Dragon,"Action, Crime, Drama"
2,tt0070039,Horror Rises from the Tomb,Horror
4,tt0070047,The Exorcist,Horror
4,tt0070061,Love & Anarchy,"Comedy, Drama, Romance"
2,tt0070091,The Gatling Gun,"Action, Drama, Western"
2,tt0070119,Godmonster of Indian Flats,"Western, Horror"
4,tt0070155,The Harder They Come,"Crime, Drama, Music"
2,tt0070170,Henry VIII and His Six Wives,"Biography, Drama"
1,tt0070328,Live and Let Die,"Action, Adventure, Thriller"
2,tt0070350,The Mack,"Crime, Drama"
4,tt0070355,Magnum Force,"Action, Crime, Mystery"
4,tt0070379,Mean Streets,"Crime, Drama, Thriller"
2,tt0070424,My Ain Folk,"Biography, Drama"
0,tt0070464,O Lucky Man!,"Comedy, Drama, Fantasy"
4,tt0070511,Papillon,"Biography, Crime, Drama"
3,tt0070608,Robin Hood,"Animation, Adventure, Comedy"
2,tt0070634,The Satanic Rites of Dracula,Horror
2,tt0070656,Scream Blacula Scream,"Fantasy, Horror"
4,tt0070666,Serpico,"Biography, Crime, Drama"
4,tt0070723,Soylent Green,"Crime, Mystery, Sci-Fi"
0,tt0070735,The Sting,"Comedy, Crime, Drama"
4,tt0070782,Terminal Island,"Action, Drama, Thriller"
2,tt0070787,That Man Bolt,"Action, Crime, Drama"
0,tt0070861,Only Old Men Are Going to Battle,"Comedy, Drama, War"
1,tt0070903,The Way We Were,"Drama, Romance"
4,tt0070917,The Wicker Man,"Horror, Mystery, Thriller"
2,tt0070947,Zanjeer,"Action, Crime, Drama"
2,tt0071089,99 and 44/100% Dead!,"Action, Adventure, Comedy"
2,tt0071093,Abigail Lesley Is Back in Town,"Drama, Romance"
2,tt0071095,Abby,Horror
1,tt0071194,The Bank Shot,"Comedy, Crime"
4,tt0071203,Belladonna of Sadness,"Animation, Drama, Fantasy"
1,tt0071221,Black Belt Jones,Action
4,tt0071315,Chinatown,"Drama, Mystery, Thriller"
4,tt0071360,The Conversation,"Drama, Mystery, Thriller"
0,tt0071381,Celine and Julie Go Boating,"Comedy, Drama, Fantasy"
4,tt0071408,Deranged: Confessions of a Necrophile,"Drama, Horror, Thriller"
2,tt0071437,Double Agent 73,Action
2,tt0071455,Earthquake,"Action, Drama, Thriller"
0,tt0071502,Arabian Nights,"Comedy, Drama, Fantasy"
4,tt0071532,The Gambler,"Crime, Drama"
4,tt0071562,The Godfather Part II,"Crime, Drama"
1,tt0071569,The Golden Voyage of Sinbad,"Action, Adventure, Fantasy"
0,tt0071577,The Great Gatsby,"Drama, Romance"
1,tt0071591,El guía de las turistas,"Adventure, Comedy"
2,tt0071661,Inn of the Damned,"Crime, Horror, Thriller"
0,tt0071691,The Enigma of Kaspar Hauser,"Biography, Drama, History"
4,tt0071737,Lancelot of the Lake,"Drama, Fantasy, Romance"
1,tt0071771,The Longest Yard,"Comedy, Crime, Drama"
2,tt0071807,The Man with the Golden Gun,"Action, Adventure, Thriller"
1,tt0071853,Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy"
4,tt0071877,Murder on the Orient Express,"Crime, Drama, Mystery"
1,tt0071938,Old Dracula,"Comedy, Horror"
4,tt0071994,Phantom of the Paradise,"Comedy, Drama, Fantasy"
2,tt0072067,Act of Vengeance,"Crime, Drama, Horror"
0,tt0072096,Romans o vlyublyonnykh,"Drama, Romance, Musical"
1,tt0072145,Wu yi,"Drama, Romance"
2,tt0072187,Solomon King,"Action, Adventure"
0,tt0072231,"At Home Among Strangers, a Stranger Among His Own","Action, Adventure, Drama"
4,tt0072239,Symptoms,Horror
1,tt0072253,The Tamarind Seed,"Drama, Romance, Thriller"
4,tt0072271,The Texas Chain Saw Massacre,Horror
2,tt0072274,Thieves Like Us,"Crime, Drama, Romance"
2,tt0072288,Thunderbolt and Lightfoot,"Action, Comedy, Crime"
2,tt0072290,Ba wang quan,"Action, Crime"
2,tt0072324,Truck Stop Women,"Action, Crime, Drama"
2,tt0072386,W,Thriller
3,tt0072402,Where the Red Fern Grows,"Drama, Family"
4,tt0072403,The White Dawn,"Adventure, Drama, History"
0,tt0072684,Barry Lyndon,"Adventure, Drama, War"
2,tt0072791,Cleopatra Jones and the Casino of Gold,Action
3,tt0072820,Cooley High,"Comedy, Drama, Romance"
1,tt0072826,Cousin cousine,"Comedy, Romance"
1,tt0072844,Darktown Strutters,"Action, Comedy, Musical"
4,tt0072848,The Day of the Locust,"Drama, Thriller"
4,tt0072890,Dog Day Afternoon,"Biography, Crime, Drama"
0,tt0073012,The Four Musketeers: Milady's Revenge,Adventure
2,tt0073045,"""Giliap""","Crime, Drama"
2,tt0073092,Hard Times,"Crime, Drama, Sport"
4,tt0073113,The Hindenburg,"Adventure, Drama, History"
0,tt0073195,Jaws,"Adventure, Thriller"
4,tt0073219,The Judge and the Assassin,"Crime, Drama, History"
2,tt0073343,The Man from Hong Kong,"Action, Adventure, Drama"
4,tt0073451,The Nickel Ride,"Crime, Drama"
4,tt0073453,Night Moves,"Crime, Drama, Mystery"
0,tt0073460,Noce i dnie,"Drama, Romance, War"
2,tt0073537,Double Exposure,"Crime, Drama, Horror"
1,tt0073629,The Rocky Horror Picture Show,"Comedy, Horror, Musical"
0,tt0073631,Rollerball,"Action, Sci-Fi, Sport"
0,tt0073654,Brothel No. 8,"Drama, History, War"
1,tt0073663,Lovers Like Us,"Adventure, Comedy, Drama"
2,tt0073694,The Hand of Death,"Action, Drama"
0,tt0073707,Sholay,"Action, Adventure, Comedy"
4,tt0074119,All the President's Men,"Drama, History, Thriller"
1,tt0074121,Allegro non troppo,"Animation, Comedy, Fantasy"
1,tt0074219,Blind makker,"Comedy, Crime, Drama"
2,tt0074224,Ma Su Zhen bao xiong chou,"Action, Adventure"
1,tt0074225,The Blue Bird,"Adventure, Drama, Family"
0,tt0074235,Bound for Glory,"Biography, Drama, Music"
1,tt0074256,Bugsy Malone,"Comedy, Crime, Family"
4,tt0074285,Carrie,"Horror, Mystery"
2,tt0074412,Disco Godfather,"Action, Crime, Drama"
2,tt0074452,The Eagle Has Landed,"Adventure, Drama, Thriller"
4,tt0074486,Eraserhead,"Fantasy, Horror"
4,tt0074611,The Haunting of Julia,"Drama, Horror, Mystery"
2,tt0074634,Hollywood Man,"Action, Crime, Drama"
2,tt0074746,The Killer Inside Me,"Crime, Drama"
0,tt0074781,Leadbelly,"Biography, Drama, Music"
4,tt0074860,Marathon Man,"Crime, Drama, Thriller"
2,tt0074885,Mean Johnny Barrows,"Action, Crime, Drama"
2,tt0074937,Murder by Death,"Comedy, Crime, Mystery"
2,tt0074972,Black and White in Color,"Comedy, Drama, War"
2,tt0074974,Noroît (une vengeance),"Adventure, Drama, Fantasy"
2,tt0075001,The Oily Maniac,"Action, Horror"
4,tt0075005,The Omen,"Horror, Mystery"
1,tt0075068,Pipe Dreams,"Drama, Romance"
0,tt0075119,A Slave of Love,"Comedy, Drama, Romance"
1,tt0075147,Robin and Marian,"Adventure, Drama, Romance"
3,tt0075148,Rocky,"Drama, Sport"
2,tt0075152,The Tough Ones,"Action, Crime, Drama"
2,tt0075164,Satan's Slave,Horror
4,tt0075165,Satan's Brew,"Comedy, Drama, Romance"
2,tt0075228,Skip Tracer,"Drama, Thriller"
4,tt0075314,Taxi Driver,"Crime, Drama"
2,tt0075344,Trackdown,"Action, Drama"
4,tt0075467,The Fifth Seal,"Drama, War"
2,tt0075612,3 Women,"Drama, Mystery, Thriller"
3,tt0075669,Amar Akbar Anthony,"Action, Comedy, Drama"
1,tt0075686,Annie Hall,"Comedy, Romance"
2,tt0075716,Backroads,"Crime, Drama"
1,tt0075744,Between the Lines,"Comedy, Drama, Romance"
2,tt0075764,The Black Panther,"Crime, Thriller"
1,tt0075774,Bobby Deerfield,"Drama, Romance"
2,tt0075778,Bokusâ,"Drama, Sport"
3,tt0075807,Candleshoe,"Adventure, Comedy, Drama"
2,tt0075859,Shen wei san meng long,"Action, Drama"
0,tt0075860,Close Encounters of the Third Kind,"Drama, Sci-Fi"
2,tt0075888,The Crater Lake Monster,"Adventure, Crime, Fantasy"
2,tt0075909,Damnation Alley,Sci-Fi
4,tt0075930,God Told Me To,"Crime, Horror, Sci-Fi"
2,tt0075932,The Lacemaker,"Drama, Romance"
4,tt0075936,Desperate Living,"Comedy, Crime, Fantasy"
2,tt0075956,Double Nickels,"Action, Comedy, Crime"
2,tt0075967,Jue bi tai yang ta,"Action, Drama"
2,tt0076028,Final Chapter: Walking Tall,"Action, Crime, Drama"
1,tt0076054,Freaky Friday,"Comedy, Family, Fantasy"
1,tt0076109,The Great Texas Dynamite Chase,"Action, Comedy, Crime"
1,tt0076137,Herbie Goes to Monte Carlo,"Action, Adventure, Comedy"
2,tt0076240,Jubilee,"Comedy, Drama, Fantasy"
2,tt0076276,Who's Singin' Over There?,"Adventure, Comedy, Drama"
2,tt0076294,The Last Dinosaur,"Action, Adventure, Sci-Fi"
1,tt0076374,Matinée,"Adventure, Crime, Drama"
2,tt0076380,Meatcleaver Massacre,Horror
2,tt0076504,Orca,"Adventure, Drama, Horror"
2,tt0076507,The Other Side of Midnight,"Drama, Romance, Thriller"
1,tt0076575,Foul Play,"Action, Comedy, Crime"
2,tt0076584,The Inglorious Bastards,"Action, Adventure, War"
3,tt0076618,The Rescuers,"Animation, Adventure, Comedy"
2,tt0076699,Shen tui tie shan gong,Action
0,tt0076752,The Spy Who Loved Me,"Action, Adventure, Thriller"
0,tt0076759,Star Wars,"Action, Adventure, Fantasy"
4,tt0076786,Suspiria,"Crime, Horror"
1,tt0076843,The Turning Point,"Drama, Music, Romance"
1,tt0076847,"Another Man, Another Chance","Adventure, Drama, Romance"
4,tt0076884,Hotel Fear,"Drama, Horror, Mystery"
1,tt0076931,Wombling Free,"Animation, Comedy, Family"
0,tt0077149,Allegro barbaro,"Drama, History"
3,tt0077202,Bájecní muzi s klikou,"Comedy, Drama, History"
4,tt0077248,Blue Collar,"Crime, Drama"
2,tt0077262,Tai ji yuan gong,Action
1,tt0077275,The Brink's Job,"Comedy, Crime, Drama"
2,tt0077290,Shen long xiao hu chuang jiang hu,"Action, Drama"
4,tt0077355,Coma,"Drama, Mystery, Thriller"
1,tt0077395,Gui ma da xia,"Action, Comedy"
4,tt0077402,Dawn of the Dead,"Horror, Thriller"
4,tt0077416,The Deer Hunter,"Drama, War"
1,tt0077452,Dona Flor and Her Two Husbands,"Comedy, Fantasy"
2,tt0077463,Double Suicide of Sonezaki,"Crime, Drama, Romance"
2,tt0077512,Erótica,"Drama, Thriller"
2,tt0077524,The Evil,"Horror, Thriller"
4,tt0077530,Eyes of Laura Mars,"Mystery, Thriller"
4,tt0077539,Fedora,"Drama, Romance"
2,tt0077549,Fingers,"Crime, Drama, Music"
2,tt0077594,Game of Death,"Action, Crime, Drama"
3,tt0077631,Grease,"Comedy, Musical, Romance"
4,tt0077651,Halloween,"Horror, Thriller"
1,tt0077714,I Wanna Hold Your Hand,"Comedy, Music, Romance"
1,tt0077722,A Ilha dos Amores,"Biography, Drama, Romance"
4,tt0077745,Invasion of the Body Snatchers,"Horror, Sci-Fi"
2,tt0077766,Jaws 2,"Adventure, Horror, Thriller"
4,tt0077888,The Mafu Cage,"Drama, Horror, Thriller"
4,tt0077928,Midnight Express,"Biography, Crime, Drama"
1,tt0077952,Movie Movie,"Comedy, Musical, Sport"
1,tt0078054,Beauty and the Beast,"Fantasy, Horror, Mystery"
1,tt0078058,Pari e dispari,"Action, Comedy, Crime"
2,tt0078087,Piranha,"Comedy, Horror, Sci-Fi"
1,tt0078159,Return to Boggy Creek,"Adventure, Drama, Family"
1,tt0078199,"Same Time, Next Year","Comedy, Drama, Romance"
2,tt0078256,Blood Feud,Thriller
1,tt0078335,Stunt Rock,"Action, Drama, Music"
3,tt0078346,Superman,"Action, Adventure, Sci-Fi"
2,tt0078405,The Toolbox Murders,"Horror, Mystery, Thriller"
2,tt0078417,The Bermuda Triangle,"Horror, Sci-Fi, Mystery"
4,tt0078513,Yagyu Clan Conspiracy,"Action, Adventure, Drama"
1,tt0078721,10,"Comedy, Romance"
4,tt0078748,Alien,"Horror, Sci-Fi"
1,tt0078771,Love on the Run,"Comedy, Drama, Romance"
4,tt0078788,Apocalypse Now,"Drama, Mystery, War"
1,tt0078872,The Black Stallion,"Adventure, Family, Sport"
2,tt0078879,Bloodline,"Crime, Drama, Mystery"
2,tt0078892,"Bolívar, a Tropical Symphony","Biography, Drama"
1,tt0078915,The Bugs Bunny/Road-Runner Movie,"Animation, Comedy, Family"
4,tt0078916,Beyond the Darkness,Horror
2,tt0078934,Caniche,"Comedy, Drama, Mystery"
2,tt0079041,Demon Pond,"Fantasy, Romance"
4,tt0079048,Cops and Robbers,"Crime, Drama"
4,tt0079116,Escape from Alcatraz,"Action, Biography, Crime"
0,tt0079147,Mad Monkey Kung Fu,"Action, Comedy"
1,tt0079154,The Fish That Saved Pittsburgh,"Comedy, Sport"
1,tt0079219,Going in Style,"Comedy, Crime, Drama"
1,tt0079277,He Never Gives Up,"Biography, Drama"
2,tt0079278,Chilly Scenes of Winter,"Comedy, Drama, Romance"
2,tt0079292,Da wu shi yu xiao piao ke,"Action, Drama"
1,tt0079351,I'm for the Hippopotamus,"Action, Adventure, Comedy"
2,tt0079358,Han shan fei hu,"Action, Drama"
4,tt0079437,Last Embrace,"Mystery, Romance, Thriller"
1,tt0079472,The Magnificent Butcher,"Action, Comedy, Drama"
4,tt0079501,Mad Max,"Action, Adventure, Sci-Fi"
1,tt0079510,The Main Event,"Comedy, Romance, Sport"
1,tt0079522,Manhattan,"Comedy, Drama, Romance"
2,tt0079537,Mary My Dearest,"Comedy, Drama, Thriller"
0,tt0079574,Moonraker,"Action, Adventure, Sci-Fi"
1,tt0079710,A Perfect Couple,"Comedy, Musical, Romance"
1,tt0079764,Five Evenings,"Drama, Romance"
2,tt0079788,Zombie Holocaust,"Adventure, Horror, Mystery"
2,tt0079801,Xiao hun yu,Horror
1,tt0079808,The Riddle of the Sands,"Adventure, Drama, Thriller"
3,tt0079817,Rocky II,"Drama, Sport"
2,tt0079826,The Rose,"Drama, Music, Romance"
0,tt0079907,Siberiade,"Drama, History, Romance"
0,tt0079944,Stalker,"Drama, Sci-Fi"
0,tt0079945,Star Trek: The Motion Picture,"Adventure, Mystery, Sci-Fi"
4,tt0080040,Tourist Trap,Horror
4,tt0080051,Twice a Woman,"Drama, Romance"
2,tt0080057,Zombie,Horror
1,tt0080062,Unidentified Flying Oddball,"Adventure, Comedy, Family"
4,tt0080120,The Warriors,"Action, Crime, Thriller"
1,tt0080377,Any Which Way You Can,"Action, Comedy"
1,tt0080419,Children's Island,"Drama, Romance"
1,tt0080421,Battle Beyond the Stars,"Action, Adventure, Sci-Fi"
2,tt0080430,Berlin Chamissoplatz,"Drama, Romance"
2,tt0080440,The Black Cat,Horror
1,tt0080453,The Blue Lagoon,"Adventure, Drama, Romance"
3,tt0080455,The Blues Brothers,"Action, Adventure, Comedy"
1,tt0080487,Caddyshack,"Comedy, Sport"
1,tt0080653,Friendship,"Action, Crime, Drama"
0,tt0080678,The Elephant Man,"Biography, Drama"
0,tt0080684,Star Wars: Episode V - The Empire Strikes Back,"Action, Adventure, Fantasy"
2,tt0080715,The Falls,"Comedy, Sci-Fi"
1,tt0080717,My Young Auntie,"Action, Comedy"
4,tt0080749,The Fog,"Horror, Thriller"
1,tt0080752,Forbidden Zone,"Comedy, Fantasy, Musical"
4,tt0080761,Friday the 13th,"Horror, Mystery, Thriller"
0,tt0080772,Galaxy Express 999,"Animation, Action, Adventure"
2,tt0080798,Gloria,"Crime, Drama, Thriller"
1,tt0080801,The Gods Must Be Crazy,"Adventure, Comedy"
2,tt0080833,Guyana: Cult of the Damned,"Adventure, Drama, Thriller"
2,tt0080850,He Knows You're Alone,"Horror, Thriller"
0,tt0080855,Heaven's Gate,"Adventure, Drama, Western"
2,tt0080903,The Human Factor,"Drama, Romance, Thriller"
0,tt0080979,Kagemusha,"Drama, History, War"
2,tt0080997,The Kidnapping of the President,Thriller
1,tt0081063,Little Miss Marker,"Comedy, Drama, Romance"
4,tt0081070,The Long Good Friday,"Crime, Drama, Mystery"
2,tt0081163,The Mirror Crack'd,"Crime, Mystery, Thriller"
2,tt0081165,The Mystery of Oberwald,"Drama, Romance"
2,tt0081235,Nijinsky,"Biography, Drama, Music"
2,tt0081259,The Octagon,"Action, Drama, Romance"
1,tt0081280,One-Trick Pony,"Comedy, Drama, Music"
2,tt0081286,Murder Syndrome,"Horror, Mystery"
1,tt0081288,Tora-san's Tropical Fever,"Comedy, Drama, Romance"
1,tt0081375,Private Benjamin,"Comedy, War"
4,tt0081398,Raging Bull,"Biography, Drama, Sport"
4,tt0081505,The Shining,"Drama, Horror"
3,tt0081573,Superman II,"Action, Adventure, Sci-Fi"
0,tt0081633,Time Bandits,"Adventure, Comedy, Fantasy"
2,tt0081672,"Täältä tullaan, elämä!","Drama, Romance"
1,tt0081777,Xanadu,"Fantasy, Musical, Romance"
2,tt0081784,The Happenings,"Crime, Drama, Thriller"
1,tt0081803,The Spooky Bunch,"Comedy, Fantasy"
2,tt0081809,North Sea Hijack,"Action, Adventure, Thriller"
4,tt0081992,Love Massacre,"Drama, Mystery, Romance"
4,tt0082010,An American Werewolf in London,"Comedy, Horror"
4,tt0082085,Blow Out,"Crime, Drama, Mystery"
2,tt0082088,Blood Wedding,"Drama, Music, Romance"
4,tt0082089,Body Heat,"Crime, Drama, Romance"
2,tt0082095,The Boat Is Full,"Drama, War"
4,tt0082096,The Boat,"Drama, War"
3,tt0082158,Chariots of Fire,"Biography, Drama, Sport"
0,tt0082176,Christiane F.,"Biography, Drama"
0,tt0082198,Conan the Barbarian,"Action, Adventure, Fantasy"
4,tt0082259,"Deprisa, Deprisa","Crime, Drama"
4,tt0082294,Shivers,"Drama, History"
4,tt0082309,Deep Water,"Crime, Drama"
2,tt0082329,Endless Love,"Drama, Romance"
4,tt0082340,Escape from New York,"Action, Adventure, Sci-Fi"
0,tt0082348,Excalibur,"Adventure, Drama, Fantasy"
2,tt0082398,For Your Eyes Only,"Action, Adventure, Thriller"
3,tt0082406,The Fox and the Hound,"Animation, Adventure, Drama"
0,tt0082414,Freak Orlando,"Comedy, Fantasy"
4,tt0082418,Friday the 13th Part 2,"Horror, Mystery, Thriller"
2,tt0082427,The Funhouse,Horror
0,tt0082484,Quest for Fire,"Adventure, Drama"
2,tt0082495,Halloween II,Horror
0,tt0082509,Heavy Metal,"Animation, Adventure, Fantasy"
0,tt0082694,The Road Warrior,"Action, Adventure, Sci-Fi"
0,tt0082699,Samurai Reincarnation,"Action, Fantasy, Horror"
1,tt0082763,Modern Problems,"Comedy, Fantasy, Sci-Fi"
2,tt0082817,Nighthawks,"Action, Crime, Thriller"
2,tt0082927,Le Pont du Nord,"Adventure, Crime, Drama"
2,tt0082934,The Postman Always Rings Twice,"Crime, Drama, Romance"
2,tt0082958,The Pursuit of D.B. Cooper,"Adventure, Crime, Drama"
0,tt0082971,Raiders of the Lost Ark,"Action, Adventure"
2,tt0083064,Sharky's Machine,"Action, Crime, Drama"
1,tt0083131,Stripes,"Comedy, War"
1,tt0083189,They All Laughed,"Comedy, Romance"
0,tt0083248,Umrao Jaan,"Drama, Musical, Romance"
2,tt0083352,Dreadnaught,"Action, Comedy, Horror"
2,tt0083511,48 Hrs.,"Action, Comedy, Crime"
2,tt0083517,Abuse,"Biography, Drama"
2,tt0083547,American Taboo,"Drama, Romance"
2,tt0083550,Amityville II: The Possession,Horror
2,tt0083558,Angae maeul,"Drama, Mystery"
1,tt0083578,Arth,"Drama, Romance"
2,tt0083629,The Beast Within,Horror
4,tt0083658,Blade Runner,"Action, Drama, Sci-Fi"
2,tt0083670,Boardinghouse,"Comedy, Horror"
2,tt0083728,Chan Is Missing,"Drama, Mystery"
0,tt0083791,The Dark Crystal,"Adventure, Family, Fantasy"
2,tt0083804,Dear Mr. Wonderful,"Crime, Drama, Comedy"
4,tt0083806,Deathtrap,"Comedy, Crime, Mystery"
4,tt0083851,The Draughtsman's Contract,"Comedy, Drama, Mystery"
3,tt0083866,E.T.,"Adventure, Family, Sci-Fi"
4,tt0083872,Another Way,"Biography, Drama, History"
4,tt0083907,The Evil Dead,Horror
1,tt0083934,Ferocious Female Freedom Fighters,"Action, Comedy"
4,tt0083944,First Blood,"Action, Adventure, Thriller"
0,tt0083987,Gandhi,"Biography, Drama, History"
1,tt0084049,Hanky Panky,"Action, Comedy, Crime"
1,tt0084060,Heidi's Song,"Animation, Adventure, Drama"
2,tt0084090,Horrorplanet,"Horror, Sci-Fi"
2,tt0084116,Identification of a Woman,"Drama, Romance"
1,tt0084117,If You Could See What I Hear,"Biography, Comedy, Drama"
2,tt0084119,Illuminated Texts,Mystery
4,tt0084133,The Incubus,"Horror, Thriller"
2,tt0084153,Irezumi,"Drama, Romance"
2,tt0084357,The Living Dead Girl,Horror
4,tt0084408,Next of Kin,"Horror, Mystery"
0,tt0084422,The Night of the Shooting Stars,"Drama, Fantasy, Romance"
3,tt0084434,An Officer and a Gentleman,"Drama, Romance"
4,tt0084503,Pink Floyd: The Wall,"Drama, Fantasy, Music"
4,tt0084516,Poltergeist,"Horror, Thriller"
3,tt0084602,Rocky III,"Drama, Sport"
2,tt0084671,Legendary Weapons of China,"Action, Comedy, Drama"
2,tt0084714,Split Image,"Drama, Romance"
0,tt0084726,Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi"
2,tt0084732,Still of the Night,"Crime, Drama, Mystery"
1,tt0084737,Summer Lovers,"Comedy, Drama, Romance"
4,tt0084787,The Thing,"Horror, Mystery, Sci-Fi"
2,tt0084796,Time Walker,"Horror, Sci-Fi"
