movie_id,movie_name,cluster,genre
tt0110632,Natural Born Killers,4,"Action, Crime, Drama"
tt0110725,On Deadly Ground,2,"Action, Adventure, Thriller"
tt0110889,Priest,2,"Drama, Romance"
tt0110912,Pulp Fiction,4,"Crime, Drama"
tt0110913,Pumpkinhead II: Blood Wings,2,"Fantasy, Horror, Thriller"
tt0110932,Quiz Show,4,"Biography, Drama, History"
tt0110950,Reality Bites,1,"Comedy, Drama, Romance"
tt0110978,Texas Chainsaw Massacre: The Next Generation,4,"Comedy, Horror, Thriller"
tt0110989,Richie Rich,3,"Comedy, Family"
tt0111070,The Santa Clause,3,"Comedy, Drama, Family"
tt0111149,Shallow Grave,4,"Crime, Thriller"
tt0111255,The Specialist,2,"Action, Drama, Thriller"
tt0111257,Speed,0,"Action, Adventure, Thriller"
tt0111280,Star Trek: Generations,0,"Action, Adventure, Mystery"
tt0111282,Stargate,0,"Action, Adventure, Sci-Fi"
tt0111301,Street Fighter,1,"Action, Adventure, Comedy"
tt0111418,Threesome,1,"Comedy, Drama, Romance"
tt0111438,Timecop,2,"Action, Crime, Sci-Fi"
tt0111450,Tokarev,4,"Action, Drama"
tt0111495,Three Colors: Red,2,"Drama, Mystery, Romance"
tt0111503,True Lies,0,"Action, Comedy, Thriller"
tt0111507,Three Colors: White,0,"Comedy, Drama, Romance"
tt0111686,New Nightmare,4,"Fantasy, Horror, Mystery"
tt0112281,Ace Ventura: When Nature Calls,1,"Adventure, Comedy, Crime"
tt0112302,Tom and Huck,1,"Adventure, Comedy, Drama"
tt0112352,L'amore molesto,4,"Drama, Mystery, Romance"
tt0112384,Apollo 13,0,"Adventure, Drama, History"
tt0112401,Assassins,2,"Action, Crime, Thriller"
tt0112427,An Awfully Big Adventure,2,"Comedy, Drama, Romance"
tt0112431,Babe,3,"Comedy, Drama, Family"
tt0112442,Bad Boys,1,"Action, Comedy, Crime"
tt0112443,Bad Company,2,"Crime, Drama, Thriller"
tt0112453,Balto,3,"Animation, Adventure, Drama"
tt0112461,The Basketball Diaries,2,"Biography, Crime, Drama"
tt0112462,Batman Forever,0,"Action, Adventure"
tt0112471,Before Sunrise,1,"Drama, Romance"
tt0112536,Bloodsport 2,1,"Action, Sport"
tt0112573,Braveheart,0,"Biography, Drama, History"
tt0112579,The Bridges of Madison County,1,"Drama, Romance"
tt0112606,Bye Bye Love,1,"Comedy, Romance"
tt0112634,Carnosaur 2,2,"Action, Horror, Sci-Fi"
tt0112641,Casino,4,"Crime, Drama"
tt0112642,Casper,3,"Comedy, Family, Fantasy"
tt0112682,The City of Lost Children,0,"Drama, Fantasy, Sci-Fi"
tt0112688,Clockers,4,"Crime, Drama, Mystery"
tt0112697,Clueless,3,"Comedy, Romance"
tt0112740,Crimson Tide,4,"Action, Drama, Thriller"
tt0112817,Dead Man,0,"Adventure, Drama, Fantasy"
tt0112818,Dead Man Walking,4,"Crime, Drama"
tt0112851,Desperado,0,"Action, Crime, Thriller"
tt0112864,Die Hard with a Vengeance,0,"Action, Adventure, Thriller"
tt0112870,Dilwale Dulhania Le Jayenge,3,"Drama, Romance"
tt0112913,Fallen Angels,4,"Comedy, Crime, Drama"
tt0112986,Eskapo,0,"Drama, Thriller, Action"
tt0113061,Le fils de Gascogne,1,"Comedy, Drama, Music"
tt0113063,The Final Cut,2,"Action, Drama, Thriller"
tt0113071,First Knight,0,"Action, Adventure, Drama"
tt0113161,Get Shorty,1,"Comedy, Crime, Thriller"
tt0113168,Gimlet,2,Thriller
tt0113189,GoldenEye,0,"Action, Adventure, Thriller"
tt0113199,Gordy,3,"Comedy, Drama, Family"
tt0113221,Grim,2,Horror
tt0113228,Grumpier Old Men,1,"Comedy, Romance"
tt0113243,Hackers,1,"Crime, Drama, Romance"
tt0113247,La haine,4,"Crime, Drama"
tt0113277,Heat,4,"Action, Crime, Drama"
tt0113375,I.D.,4,"Crime, Drama"
tt0113409,In the Mouth of Madness,4,"Drama, Fantasy, Horror"
tt0113419,The Indian in the Cupboard,1,"Drama, Family, Fantasy"
tt0113449,Jack-O,2,Horror
tt0113472,Our Neighbour Detective,2,"Crime, Mystery, Thriller"
tt0113481,Johnny Mnemonic,0,"Action, Drama, Sci-Fi"
tt0113492,Judge Dredd,0,"Action, Crime, Sci-Fi"
tt0113497,Jumanji,3,"Adventure, Comedy, Family"
tt0113537,Kicking and Screaming,1,"Comedy, Drama, Romance"
tt0113568,Ghost in the Shell,4,"Animation, Action, Crime"
tt0113613,The Last Supper,2,"Comedy, Crime, Drama"
tt0113627,Leaving Las Vegas,2,"Drama, Romance"
tt0113651,Full Throttle,0,"Action, Drama"
tt0113749,Mallrats,1,"Comedy, Romance"
tt0113824,Whisper of the Heart,3,"Animation, Drama, Family"
tt0113855,Mortal Kombat,0,"Action, Adventure, Fantasy"
tt0113918,Nobody Will Speak of Us When We're Dead,2,"Crime, Drama, Thriller"
tt0113957,The Net,4,"Action, Crime, Drama"
tt0114069,Outbreak,4,"Action, Drama, Thriller"
tt0114086,Beyond the Clouds,2,"Drama, Romance"
tt0114148,Pocahontas,3,"Animation, Adventure, Drama"
tt0114168,Powder,2,"Drama, Fantasy, Mystery"
tt0114214,The Quick and the Dead,0,"Action, Romance, Thriller"
tt0114230,Raja,1,"Action, Comedy, Drama"
tt0114234,Rangeela,3,"Comedy, Drama, Musical"
tt0114287,Rob Roy,0,"Adventure, Biography, Drama"
tt0114369,Se7en,4,"Crime, Drama, Mystery"
tt0114388,Sense and Sensibility,3,"Drama, Romance"
tt0114508,Species,2,"Action, Horror, Sci-Fi"
tt0114558,Strange Days,4,"Crime, Drama, Sci-Fi"
tt0114608,Tales from the Crypt: Demon Knight,4,"Action, Fantasy, Horror"
tt0114609,Tales from the Hood,4,"Crime, Drama, Horror"
tt0114614,Tank Girl,0,"Action, Comedy, Sci-Fi"
tt0114663,Three Wishes,3,"Drama, Family, Fantasy"
tt0114694,Tommy Boy,3,"Adventure, Comedy"
tt0114702,Total Eclipse,4,"Biography, Drama, Romance"
tt0114709,Toy Story,3,"Animation, Adventure, Comedy"
tt0114733,Tromeo and Juliet,2,"Action, Comedy, Drama"
tt0114746,12 Monkeys,4,"Mystery, Sci-Fi, Thriller"
tt0114814,The Usual Suspects,4,"Crime, Drama, Mystery"
tt0114857,Virtuosity,4,"Action, Crime, Sci-Fi"
tt0114898,Waterworld,0,"Action, Adventure, Sci-Fi"
tt0114917,When Saturday Comes,1,"Drama, Sport"
tt0114924,While You Were Sleeping,3,"Comedy, Drama, Romance"
tt0114996,A Chinese Odyssey: Part 2 - Cinderella,3,"Action, Adventure, Comedy"
tt0115431,Haru,1,"Drama, Romance"
tt0115433,101 Dalmatians,3,"Adventure, Comedy, Crime"
tt0115461,Acri,1,Fantasy
tt0115509,All Dogs Go to Heaven 2,1,"Animation, Adventure, Family"
tt0115632,Basquiat,2,"Biography, Drama"
tt0115734,Bottle Rocket,1,"Comedy, Crime, Drama"
tt0115759,Broken Arrow,0,"Action, Adventure, Thriller"
tt0115798,The Cable Guy,2,"Comedy, Drama, Thriller"
tt0115822,Captain Conan,0,"Drama, War"
tt0115907,City Hall,4,"Crime, Drama, Mystery"
tt0115928,My Sex Life... or How I Got Into an Argument,2,"Comedy, Drama, Romance"
tt0115951,Cosi,1,"Comedy, Drama, Music"
tt0115963,The Craft,2,"Drama, Fantasy, Horror"
tt0115986,The Crow: City of Angels,4,"Action, Crime, Fantasy"
tt0115996,Cwal,1,"Comedy, Drama, History"
tt0116014,Forbidden City Cop,3,"Action, Comedy, Fantasy"
tt0116040,Daylight,0,"Action, Adventure, Drama"
tt0116092,The Devil Takes a Holiday,1,"Comedy, Fantasy"
tt0116102,Different for Girls,1,"Comedy, Drama, Romance"
tt0116136,DragonHeart,0,"Action, Adventure, Fantasy"
tt0116209,The English Patient,0,"Drama, Romance, War"
tt0116213,Eraser,2,"Action, Crime, Thriller"
tt0116225,Escape from L.A.,4,"Action, Adventure, Sci-Fi"
tt0116231,The Bandit,4,"Crime, Drama, Thriller"
tt0116250,Evita,0,"Biography, Drama, History"
tt0116282,Fargo,4,"Crime, Thriller"
tt0116287,Fear,2,"Drama, Thriller"
tt0116295,Temptress Moon,4,"Drama, Romance"
tt0116365,The Frighteners,0,"Comedy, Fantasy, Horror"
tt0116367,From Dusk Till Dawn,4,"Action, Crime, Horror"
tt0116404,Get on the Bus,1,"Adventure, Drama, History"
tt0116409,The Ghost and the Darkness,0,"Adventure, Drama, Thriller"
tt0116421,The Glimmer Man,2,"Action, Comedy, Crime"
tt0116483,Happy Gilmore,1,"Comedy, Sport"
tt0116514,Hellraiser: Bloodline,2,"Horror, Sci-Fi"
tt0116552,Homeward Bound II: Lost in San Francisco,3,"Adventure, Comedy, Family"
tt0116583,The Hunchback of Notre Dame,0,"Animation, Drama, Family"
tt0116629,Independence Day,3,"Action, Adventure, Sci-Fi"
tt0116654,The Island of Dr. Moreau,4,"Horror, Sci-Fi, Thriller"
tt0116669,Jack,3,"Comedy, Drama, Fantasy"
tt0116683,James and the Giant Peach,3,"Animation, Adventure, Family"
tt0116695,Jerry Maguire,3,"Comedy, Drama, Romance"
tt0116705,Jingle All the Way,1,"Adventure, Comedy, Family"
tt0116707,Joe's Apartment,1,"Comedy, Fantasy, Musical"
tt0116731,The Juror,4,"Crime, Drama, Thriller"
tt0116743,Kama Sutra: A Tale of Love,0,"Crime, Drama, History"
tt0116771,Killers,2,"Action, Horror, Thriller"
tt0116778,Kingpin,1,"Comedy, Sport"
tt0116779,Bag of Rice,1,"Drama, Family"
tt0116783,Kissed,2,"Drama, Romance"
tt0116827,Last Dance,2,"Drama, Thriller"
tt0116830,Last Man Standing,2,"Action, Crime, Drama"
tt0116908,The Long Kiss Goodnight,0,"Action, Crime, Drama"
tt0116922,Lost Highway,4,"Mystery, Thriller"
tt0116996,Mars Attacks!,1,"Comedy, Sci-Fi"
tt0117008,Matilda,3,"Comedy, Family, Fantasy"
tt0117060,Mission: Impossible,0,"Action, Adventure, Thriller"
tt0117202,Normal Life,2,"Crime, Drama"
tt0117218,The Nutty Professor,3,"Comedy, Romance, Sci-Fi"
tt0117247,One Fine Day,1,"Comedy, Drama, Romance"
tt0117318,The People vs. Larry Flynt,2,"Biography, Drama"
tt0117331,The Phantom,3,"Action, Adventure, Comedy"
tt0117333,Phenomenon,1,"Drama, Fantasy, Romance"
tt0117381,Primal Fear,4,"Crime, Drama, Mystery"
tt0117417,A Queer Story,1,"Comedy, Drama, Romance"
tt0117433,The Rage,2,"Action, Thriller"
tt0117438,Ransom,4,"Action, Crime, Thriller"
tt0117500,The Rock,0,"Action, Adventure, Thriller"
tt0117509,Romeo + Juliet,0,"Drama, Romance"
tt0117549,Santa Claws,2,Horror
tt0117571,Scream,4,"Horror, Mystery"
tt0117628,She's the One,1,"Comedy, Drama, Romance"
tt0117653,Silent Trigger,2,"Action, Drama, Thriller"
tt0117665,Sleepers,4,"Crime, Drama, Thriller"
tt0117690,Some Mother's Son,0,"Drama, History"
tt0117705,Space Jam,3,"Animation, Adventure, Comedy"
tt0117731,Star Trek: First Contact,0,"Action, Adventure, Drama"
tt0117765,Striptease,1,"Comedy, Crime, Drama"
tt0117786,Mr. Nice Guy,1,"Action, Adventure, Comedy"
tt0117797,Swallowtail Butterfly,0,"Crime, Drama"
tt0117913,A Time to Kill,2,"Crime, Drama, Thriller"
tt0117998,Twister,1,"Action, Adventure, Thriller"
tt0118001,Two Much,1,"Comedy, Romance"
tt0118011,Premeditated Murder,2,"Drama, Romance"
tt0118044,Unhook the Stars,1,"Drama, Romance"
tt0118113,Walking and Talking,1,"Comedy, Drama, Romance"
tt0118125,The Watermelon Woman,1,"Comedy, Drama, Romance"
tt0118127,Wedding Bell Blues,1,"Comedy, Romance"
tt0118159,White Tiger,2,Action
tt0118172,Mr. Toad's Wild Ride,3,"Adventure, Comedy, Family"
tt0118531,One Eight Seven,4,"Drama, Thriller"
tt0118548,Absolute Power,4,"Action, Crime, Drama"
tt0118566,Afterglow,2,"Comedy, Drama, Romance"
tt0118571,Air Force One,0,"Action, Drama, Thriller"
tt0118583,Alien: Resurrection,4,"Action, Horror, Sci-Fi"
tt0118586,All Over Me,1,"Crime, Drama, Romance"
tt0118607,Amistad,0,"Biography, Drama, History"
tt0118615,Anaconda,2,"Action, Adventure, Horror"
tt0118617,Anastasia,3,"Animation, Adventure, Drama"
tt0118631,The Apocalypse,2,"Action, Sci-Fi"
tt0118655,Austin Powers: International Man of Mystery,1,"Adventure, Comedy"
tt0118688,Batman & Robin,0,"Action, Sci-Fi"
tt0118689,Bean,1,"Adventure, Comedy, Family"
tt0118694,In the Mood for Love,0,"Drama, Romance"
tt0118715,The Big Lebowski,1,"Comedy, Crime"
tt0118799,Life Is Beautiful,0,"Comedy, Drama, Romance"
tt0118822,Backroads,1,"Drama, Romance"
tt0118829,Cats Don't Dance,1,"Animation, Comedy, Family"
tt0118842,Chasing Amy,1,"Comedy, Drama, Romance"
tt0118849,Bacheha-Ye aseman,3,"Drama, Family, Sport"
tt0118880,Con Air,0,"Action, Crime, Thriller"
tt0118883,Conspiracy Theory,4,"Action, Mystery, Thriller"
tt0118884,Contact,0,"Drama, Mystery, Sci-Fi"
tt0118887,Cop Land,4,"Crime, Drama, Thriller"
tt0118928,Dante's Peak,2,"Action, Adventure, Thriller"
tt0118929,Dark City,4,"Fantasy, Mystery, Sci-Fi"
tt0118956,Deep Rising,2,"Action, Adventure, Horror"
tt0118971,The Devil's Advocate,4,"Drama, Mystery, Thriller"
tt0118972,The Devil's Own,2,"Action, Crime, Drama"
tt0118998,Doctor Dolittle,1,"Comedy, Family, Fantasy"
tt0119008,Donnie Brasco,4,"Biography, Crime, Drama"
tt0119012,Double Tap,2,"Action, Crime, Drama"
tt0119051,The Edge,4,"Action, Adventure, Drama"
tt0119079,Onegin,1,"Drama, Romance"
tt0119081,Event Horizon,4,"Horror, Sci-Fi, Thriller"
tt0119084,The Ex,2,Thriller
tt0119086,Excess Baggage,1,"Action, Comedy, Crime"
tt0119092,Face,2,"Crime, Drama, Thriller"
tt0119094,Face/Off,4,"Action, Crime, Sci-Fi"
tt0119099,Fallen,4,"Action, Crime, Drama"
tt0119116,The Fifth Element,0,"Action, Adventure, Sci-Fi"
tt0119137,Flubber,3,"Comedy, Family, Sci-Fi"
tt0119167,Funny Games,4,"Crime, Drama, Thriller"
tt0119173,G.I. Jane,0,"Action, Drama, War"
tt0119174,The Game,4,"Drama, Mystery, Thriller"
tt0119177,Gattaca,0,"Drama, Sci-Fi, Thriller"
tt0119190,George of the Jungle,3,"Action, Adventure, Comedy"
tt0119217,Good Will Hunting,3,"Drama, Romance"
tt0119229,Grosse Pointe Blank,1,"Action, Comedy, Crime"
tt0119282,Hercules,3,"Animation, Adventure, Comedy"
tt0119303,Home Alone 3,1,"Action, Comedy, Crime"
tt0119304,Home Fries,1,"Comedy, Drama, Romance"
tt0119307,Man Is a Woman,1,"Comedy, Music, Romance"
tt0119331,Hunger: Longing for Love,2,"Romance, Drama"
tt0119345,I Know What You Did Last Summer,2,"Horror, Mystery"
tt0119395,The Jackal,4,"Action, Crime, Drama"
tt0119396,Jackie Brown,0,"Crime, Drama, Thriller"
tt0119448,Character,4,"Crime, Drama, Mystery"
tt0119468,Kiss the Girls,4,"Crime, Drama, Mystery"
tt0119485,Kundun,0,"Biography, Drama, History"
tt0119488,L.A. Confidential,4,"Crime, Drama, Mystery"
tt0119517,Your Friends and Neighbors,2,"Comedy, Drama, Romance"
tt0119527,Deceiver,4,"Crime, Drama, Mystery"
tt0119528,Liar Liar,1,"Comedy, Fantasy"
tt0119567,The Lost World: Jurassic Park,0,"Action, Adventure, Sci-Fi"
tt0119576,Another 9½ Weeks,2,"Drama, Romance"
tt0119630,Masterminds,1,"Action, Comedy, Thriller"
tt0119643,Meet Joe Black,0,"Drama, Fantasy, Romance"
tt0119654,Men in Black,3,"Action, Adventure, Comedy"
tt0119698,Princess Mononoke,0,"Animation, Action, Adventure"
tt0119709,Most Wanted,2,"Action, Thriller"
tt0119718,Mr. Magoo,1,"Adventure, Comedy, Family"
tt0119738,My Best Friend's Wedding,1,"Comedy, Drama, Romance"
tt0119783,Night Falls on Manhattan,2,"Crime, Drama, Thriller"
tt0119822,As Good as It Gets,1,"Comedy, Drama, Romance"
tt0119896,Picture Perfect,1,"Comedy, Drama, Romance"
tt0119925,The Postman,0,"Action, Adventure, Drama"
tt0119978,The Rainmaker,2,"Crime, Drama, Thriller"
tt0119988,Caught Up,2,"Crime, Drama, Thriller"
tt0120029,RocketMan,1,"Comedy, Family, Sci-Fi"
tt0120053,The Saint,0,"Action, Adventure, Romance"
tt0120054,Saint-Ex,1,"Biography, Drama, Fantasy"
tt0120082,Scream 2,4,"Horror, Mystery"
tt0120102,Seven Years in Tibet,0,"Adventure, Biography, Drama"
tt0120107,Shadow Conspiracy,2,"Action, Thriller"
tt0120108,The Proposition,2,"Drama, Romance"
tt0120148,Sliding Doors,1,"Comedy, Drama, Fantasy"
tt0120151,A Smile Like Yours,1,"Comedy, Romance"
tt0120166,The Sorcerer's Apprentice,1,"Adventure, Family, Fantasy"
tt0120177,Spawn,0,"Action, Drama, Horror"
tt0120179,Speed 2: Cruise Control,2,"Action, Adventure, Crime"
tt0120184,Sphere,2,"Action, Mystery, Sci-Fi"
tt0120188,Three Kings,0,"Action, Adventure, Comedy"
tt0120190,Sprung,1,"Comedy, Romance"
tt0120201,Starship Troopers,0,"Action, Adventure, Sci-Fi"
tt0120324,A Simple Plan,4,"Crime, Drama, Thriller"
tt0120338,Titanic,0,"Drama, Romance"
tt0120347,Tomorrow Never Dies,0,"Action, Adventure, Thriller"
tt0120363,Toy Story 2,3,"Animation, Adventure, Comedy"
tt0120373,Trial and Error,1,"Comedy, Romance"
tt0120390,Turbulence,2,"Action, Thriller"
tt0120461,Volcano,0,"Action, Drama, Sci-Fi"
tt0120481,Washington Square,0,"Drama, Romance"
tt0120484,The Waterboy,3,"Comedy, Sport"
tt0120524,Wishmaster,4,"Fantasy, Horror"
tt0120586,American History X,4,"Crime, Drama"
tt0120587,Antz,1,"Animation, Adventure, Comedy"
tt0120591,Armageddon,0,"Action, Adventure, Sci-Fi"
tt0120598,Barney's Great Adventure,1,"Adventure, Comedy, Drama"
tt0120601,Being John Malkovich,0,"Comedy, Drama, Fantasy"
tt0120611,Blade,4,"Action, Horror, Sci-Fi"
tt0120616,The Mummy,0,"Action, Adventure, Fantasy"
tt0120623,A Bug's Life,3,"Animation, Adventure, Comedy"
tt0120630,Chicken Run,3,"Animation, Adventure, Comedy"
tt0120631,Ever After: A Cinderella Story,3,"Comedy, Drama, Romance"
tt0120632,City of Angels,1,"Drama, Fantasy, Romance"
tt0120647,Deep Impact,2,"Action, Drama, Sci-Fi"
tt0120655,Dogma,0,"Adventure, Comedy, Drama"
tt0120657,The 13th Warrior,0,"Action, Adventure, History"
tt0120660,Enemy of the State,0,"Action, Thriller"
tt0120663,Eyes Wide Shut,4,"Drama, Mystery, Thriller"
tt0120665,Secret Defense,4,"Crime, Drama"
tt0120667,Fantastic Four,1,"Action, Adventure, Fantasy"
tt0120669,Fear and Loathing in Las Vegas,2,"Adventure, Comedy, Drama"
tt0120679,Frida,0,"Biography, Drama, Romance"
tt0120681,From Hell,4,"Horror, Mystery, Thriller"
tt0120685,Godzilla,2,"Action, Sci-Fi, Thriller"
tt0120689,The Green Mile,0,"Crime, Drama, Fantasy"
tt0120693,Half Baked,1,"Comedy, Crime"
tt0120694,Halloween H20: 20 Years Later,4,"Horror, Thriller"
tt0120710,In Dreams,4,"Drama, Fantasy, Thriller"
tt0120722,Living Out Loud,1,"Comedy, Drama, Romance"
tt0120723,Kissing a Fool,1,"Comedy, Romance"
tt0120728,The Last Days of Disco,1,"Comedy, Drama, Music"
tt0120731,The Legend of 1900,0,"Drama, Music, Romance"
tt0120735,"Lock, Stock and Two Smoking Barrels",4,"Action, Comedy, Crime"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,0,"Action, Adventure, Drama"
tt0120738,Lost in Space,0,"Action, Adventure, Family"
tt0120741,Mafia!,1,"Comedy, Crime"
tt0120744,The Man in the Iron Mask,0,"Action, Adventure, Drama"
tt0120746,The Mask of Zorro,3,"Action, Adventure, Comedy"
tt0120749,Mercury Rising,2,"Action, Crime, Drama"
tt0120753,The Million Dollar Hotel,4,"Drama, Mystery, Thriller"
tt0120755,Mission: Impossible II,0,"Action, Adventure, Thriller"
tt0120762,Mulan,3,"Animation, Adventure, Comedy"
tt0120768,The Negotiator,4,"Action, Crime, Drama"
tt0120770,A Night at the Roxbury,1,"Comedy, Music, Romance"
tt0120773,The Odd Couple II,1,"Adventure, Comedy"
tt0120780,Out of Sight,2,"Comedy, Crime, Drama"
tt0120782,Palmetto,2,"Crime, Drama, Mystery"
tt0120783,The Parent Trap,3,"Adventure, Comedy, Drama"
tt0120784,Payback,4,"Action, Crime, Drama"
tt0120787,A Perfect Murder,4,"Crime, Drama, Thriller"
tt0120789,Pleasantville,3,"Comedy, Drama, Fantasy"
tt0120791,Practical Magic,3,"Comedy, Drama, Fantasy"
tt0120794,The Prince of Egypt,0,"Animation, Adventure, Drama"
tt0120797,Pushing Tin,1,"Comedy, Drama, Romance"
tt0120800,Quest for Camelot,3,"Animation, Adventure, Comedy"
tt0120804,Resident Evil,2,"Action, Horror, Sci-Fi"
tt0120812,Rush Hour,1,"Action, Comedy, Crime"
tt0120813,Safe Men,1,"Comedy, Crime"
tt0120815,Saving Private Ryan,0,"Drama, War"
tt0120828,Six Days Seven Nights,1,"Action, Adventure, Comedy"
tt0120832,Snake Eyes,4,"Crime, Mystery, Thriller"
tt0120844,Star Trek: Insurrection,0,"Action, Adventure, Sci-Fi"
tt0120855,Tarzan,3,"Animation, Adventure, Comedy"
tt0120863,The Thin Red Line,0,"Drama, History, War"
tt0120866,Titus,4,"Drama, History, Thriller"
tt0120873,U.S. Marshals,4,"Action, Crime, Thriller"
tt0120877,Vampires,4,"Action, Horror, Thriller"
tt0120888,The Wedding Singer,1,"Comedy, Music, Romance"
tt0120889,What Dreams May Come,0,"Drama, Fantasy, Romance"
tt0120890,Wild Things,4,"Crime, Drama, Mystery"
tt0120891,Wild Wild West,3,"Action, Comedy, Sci-Fi"
tt0120901,Wrongfully Accused,1,"Action, Comedy, Thriller"
tt0120902,The X Files,4,"Drama, Mystery, Sci-Fi"
tt0120903,X-Men,0,"Action, Adventure, Sci-Fi"
tt0120907,eXistenZ,4,"Horror, Mystery, Sci-Fi"
tt0120912,Men in Black II,3,"Action, Adventure, Comedy"
tt0120913,Titan A.E.,0,"Animation, Action, Adventure"
tt0120915,Star Wars: Episode I - The Phantom Menace,0,"Action, Adventure, Fantasy"
tt0120917,The Emperor's New Groove,3,"Animation, Adventure, Comedy"
tt0121164,Corpse Bride,3,"Animation, Drama, Family"
tt0121694,Robo Vampire,2,"Action, Horror, Sci-Fi"
tt0121765,Star Wars: Episode II - Attack of the Clones,0,"Action, Adventure, Fantasy"
tt0121766,Star Wars: Episode III - Revenge of the Sith,0,"Action, Adventure, Fantasy"
tt0122151,Lethal Weapon 4,1,"Action, Crime, Thriller"
tt0122168,Mariannes bryllup eller hævnen er bitter,1,"Comedy, Romance"
tt0122326,The Falconet,2,"Comedy, History"
tt0122607,Meiji kyokyakuden - sandaime shumei,2,"Action, Crime"
tt0122690,Ronin,4,"Action, Crime, Thriller"
tt0122718,Small Soldiers,1,"Action, Adventure, Comedy"
tt0122933,Analyze This,1,"Comedy, Crime"
tt0123328,Made in Hong Kong,4,"Comedy, Crime, Drama"
tt0123755,Cube,4,"Drama, Horror, Mystery"
tt0123928,Johnny Larsen,1,"Romance, Drama"
tt0124298,Blast from the Past,3,"Comedy, Drama, Romance"
tt0124315,The Cider House Rules,3,"Drama, Romance"
tt0124595,Return to Paradise,4,"Drama, Romance, Thriller"
tt0125044,Condemned,4,"Crime, Drama, Mystery"
tt0125439,Notting Hill,1,"Comedy, Drama, Romance"
tt0125659,Open Your Eyes,4,"Drama, Mystery, Sci-Fi"
tt0125664,Man on the Moon,1,"Biography, Comedy, Drama"
tt0126029,Shrek,3,"Animation, Adventure, Comedy"
tt0126234,Chamatkar,1,"Comedy, Drama, Fantasy"
tt0126886,Election,2,"Comedy, Romance"
tt0126973,James Dean: Race with Destiny,1,"Biography, Drama"
tt0127045,Neon Maniacs,2,"Horror, Sci-Fi, Thriller"
tt0127163,Prisoners in Petticoats,2,"Action, Crime, Drama"
tt0127349,Waking the Dead,2,"Drama, Mystery, Romance"
tt0127350,Walking Thunder,1,"Drama, Family"
tt0127536,Elizabeth,0,"Biography, Drama, History"
tt0127722,Another Day in Paradise,2,"Crime, Drama, Thriller"
tt0127723,Can't Hardly Wait,1,"Comedy, Romance"
tt0127745,The Puppetoon Movie,1,"Animation, Family"
tt0128239,Grey Owl,1,"Biography, Drama, Western"
tt0128278,Instinct,2,"Drama, Thriller"
tt0128442,Rounders,2,"Crime, Drama"
tt0128445,Rushmore,3,"Comedy, Drama, Romance"
tt0128542,Sluchaynyy vals,2,Romance
tt0128853,You've Got Mail,1,"Comedy, Drama, Romance"
tt0129167,The Iron Giant,3,"Animation, Action, Adventure"
tt0129290,Patch Adams,3,"Biography, Comedy, Drama"
tt0129387,There's Something About Mary,1,"Comedy, Romance"
tt0129794,Un borghese piccolo piccolo,4,"Comedy, Crime, Drama"
tt0129797,The Brides Wore Blood,2,Horror
tt0130018,I Still Know What You Did Last Summer,2,"Horror, Mystery, Thriller"
tt0130089,Lolita 2000,1,Sci-Fi
tt0130268,So Is This,2,Animation
tt0130348,Vinashak - Destroyer,2,"Action, Crime, Drama"
tt0130623,Dinosaur,3,"Animation, Adventure, Drama"
tt0130827,Run Lola Run,0,"Action, Crime, Thriller"
tt0131335,Canoa: A Shameful Memory,4,"Adventure, Crime, Drama"
tt0131400,Footrot Flats: The Dog's Tale,1,"Animation, Comedy"
tt0131857,BASEketball,1,"Comedy, Sport"
tt0132347,Mystery Men,1,"Action, Comedy, Fantasy"
tt0132477,October Sky,3,"Biography, Drama, Family"
tt0133093,The Matrix,0,"Action, Sci-Fi"
tt0133152,Planet of the Apes,0,"Action, Adventure, Sci-Fi"
tt0133240,Treasure Planet,3,"Animation, Adventure, Family"
tt0133751,The Faculty,2,"Horror, Mystery, Sci-Fi"
tt0133952,The Siege,4,"Action, Thriller"
tt0134084,Scream 3,4,"Horror, Mystery"
tt0134119,The Talented Mr. Ripley,4,"Crime, Drama, Thriller"
tt0134273,8MM,4,"Crime, Drama, Mystery"
tt0134847,Pitch Black,4,"Action, Horror, Sci-Fi"
tt0136604,La virgen de la Caridad,1,"Drama, Romance"
tt0137100,Maya,2,"Drama, Mystery, Romance"
tt0137187,The Kidnapping,2,"Crime, Drama, Romance"
tt0137363,Arlington Road,4,"Action, Crime, Drama"
tt0137427,Ma tou da jue dou,1,"Action, Drama"
tt0137439,Autumn Tale,1,"Comedy, Drama, Romance"
tt0137494,Entrapment,2,"Action, Crime, Romance"
tt0138073,Os Saltimbancos Trapalhões,1,"Adventure, Comedy, Drama"
tt0138097,Shakespeare in Love,3,"Comedy, Drama, History"
tt0138510,Idle Hands,1,"Comedy, Fantasy, Horror"
tt0138524,Intolerable Cruelty,1,"Comedy, Crime, Romance"
tt0138564,The Secret Spring,1,"Romance, War"
tt0138704,Pi,4,"Drama, Horror, Mystery"
tt0138749,The Road to El Dorado,3,"Animation, Adventure, Comedy"
tt0138946,The Yards,4,"Crime, Drama, Romance"
tt0139134,Cruel Intentions,2,"Drama, Romance"
tt0139239,Go,2,"Comedy, Crime"
tt0139388,It Had to Be You,1,"Comedy, Romance"
tt0139394,The Joyriders,2,"Crime, Drama"
tt0139413,Windfall in Athens,1,"Comedy, Romance"
